1		7,200,000
2		15,840,000
3		25,920,000
4		37,440,000
5		50,400,000
6		64,800,000
7		80,640,000
8		97,920,000
9		116,640,000
10		136,800,000
11		158,400,000
12		181,440,000
13		205,920,000
14		231,840,000
15		259,200,000
16		288,000,000
17		318,240,000
18		349,920,000
19		383,040,000
20		417,600,000
21		453,600,000
22		491,040,000
23		529,920,000
24		570,240,000
25		612,000,000
26		655,200,000
27		699,840,000
28		745,920,000
29		793,440,000
30		842,400,000
31		892,800,000
32		944,640,000
33		997,920,000
34		1,052,640,000
35		1,108,800,000
36		1,166,400,000
37		1,225,440,000
38		1,285,920,000
39		1,347,840,000
40		1,411,200,000
41		1,476,000,000
42		1,542,240,000
43		1,609,920,000
44		1,679,040,000
45		1,749,600,000
46		1,821,600,000
47		1,895,040,000
48		1,969,920,000
49		2,046,240,000
50		2,124,000,000
51		2,203,200,000
52		2,283,840,000
53		2,365,920,000
54		2,449,440,000
55		2,534,400,000
56		2,620,800,000
57		2,708,640,000
58		2,797,920,000
59		2,888,640,000
60		2,980,800,000
61		3,075,840,000
62		3,173,760,000
63		3,274,560,000
64		3,378,240,000
65		3,484,800,000
66		3,594,240,000
67		3,706,560,000
68		3,821,760,000
69		3,939,840,000
70		4,060,800,000
71		4,186,800,000
72		4,317,840,000
73		4,453,920,000
74		4,593,660,000
75		4,734,420,000
76		4,876,200,000
77		5,019,000,000
78		5,162,820,000
79		5,307,660,000
80		5,453,520,000
81		5,600,400,000
82		5,748,300,000
83		5,897,220,000
84		6,047,160,000
85		6,198,120,000
86		6,350,100,000
87		6,503,100,000
88		6,657,120,000
89		6,812,160,000
90		6,968,220,000
91		7,125,300,000
92		7,283,400,000
93		7,442,520,000
94		7,602,660,000
95		7,763,820,000
96		7,926,000,000
97		8,089,200,000
98		8,253,420,000
99		8,418,660,000
100		8,584,920,000
101		8,752,200,000
102		8,920,500,000
103		9,089,820,000
104		9,260,160,000
105		9,431,520,000
106		9,603,900,000
107		9,777,300,000
108		9,951,720,000
109		10,127,160,000
110		10,303,620,000
111		10,481,100,000
112		10,659,600,000
113		10,839,120,000
114		11,019,660,000
115		11,201,220,000
116		11,383,800,000
117		11,567,400,000
118		11,752,020,000
119		11,937,660,000
120		12,124,320,000
121		12,312,000,000
122		12,500,700,000
123		12,690,420,000
124		12,881,160,000
125		13,072,920,000
